start_date,end_date,ndvi,soil_moisture_pct,s1_moisture,s1_vv_db,s1_vh_db,precip_mm_7d,precip_mm_30d,river_level_m,river_discharge_m3s,river_discharge_max_m3s,flood_extent_km2,temp_max_c,drought_index,data_timestamp,ndwi,soil_moisture_7d_delta,forecast_precip_24h_mm,source,week_of_year,soil_moisture_pct_z,soil_moisture_pct_seasonal,soil_moisture_pct_anomaly,soil_moisture_pct_anomaly_smooth,soil_moisture_pct_cumulative_effect,precip_mm_7d_z,precip_mm_7d_seasonal,precip_mm_7d_anomaly,precip_mm_7d_anomaly_smooth,precip_mm_7d_cumulative_effect,precip_mm_30d_z,precip_mm_30d_seasonal,precip_mm_30d_anomaly,precip_mm_30d_anomaly_smooth,precip_mm_30d_cumulative_effect,temp_max_c_z,temp_max_c_seasonal,temp_max_c_anomaly,temp_max_c_anomaly_smooth,temp_max_c_cumulative_effect,soil_moisture_7d_delta_z,soil_moisture_7d_delta_seasonal,soil_moisture_7d_delta_anomaly,soil_moisture_7d_delta_anomaly_smooth,soil_moisture_7d_delta_cumulative_effect,drought_index_z,drought_index_seasonal,drought_index_anomaly,drought_index_anomaly_smooth,drought_index_cumulative_effect,river_discharge_m3s_z,river_discharge_m3s_seasonal,river_discharge_m3s_anomaly,river_discharge_m3s_anomaly_smooth,river_discharge_m3s_cumulative_effect,river_discharge_max_m3s_z,river_discharge_max_m3s_seasonal,river_discharge_max_m3s_anomaly,river_discharge_max_m3s_anomaly_smooth,river_discharge_max_m3s_cumulative_effect,ndvi_minmax,ndvi_seasonal,ndvi_anomaly,ndwi_minmax,ndwi_seasonal,ndwi_anomaly,s1_moisture_minmax,s1_moisture_seasonal,s1_moisture_anomaly,s1_vv_db_minmax,s1_vv_db_seasonal,s1_vv_db_anomaly,s1_vh_db_minmax,s1_vh_db_seasonal,s1_vh_db_anomaly,flood_extent_km2_minmax,flood_extent_km2_seasonal,flood_extent_km2_anomaly
2022-08-29,2022-09-12,0.4442,22.9,0.7232,-6.881,-13.377,13.1,77.6,,,,0.0,31.0,0.124,2022-09-12T23:59:59Z,-0.4418,-3.7,0.0,Sentinel Hub Statistical API + OpenMeteo,37,-0.2717,17.4267,5.4733,1.5048,-9.3154,0.2592,3.9667,9.1333,0.8339,-25.8229,1.0342,29.0267,48.5733,6.7997,-52.0416,0.8429,31.0733,-0.0733,-0.3289,-3.0037,-0.4102,-3.7467,0.0467,-0.0826,-12.3592,-0.7021,0.3593,-0.2353,-0.0362,0.2456,,,,,,,,,,,0.654,0.4221,0.0221,0.2452,-0.4431,0.0013,0.2479,0.7227,0.0005,0.2345,-6.8817,0.0007,0.3484,-13.3588,-0.0182,,0.0,0.0
2022-09-12,2022-09-26,0.4533,21.0,0.7133,-7.1347,-13.5964,2.7,60.0,,,,0.0,27.2,0.14,2022-09-26T23:59:59Z,-0.4484,0.8,0.0,Sentinel Hub Statistical API + OpenMeteo,39,-0.4888,20.6,0.4,1.2286,-6.9689,-0.4964,8.58,-5.88,-0.8445,-23.5687,0.5007,34.98,25.02,11.3548,-34.4418,0.4318,27.6467,-0.4467,-0.3583,-3.0015,0.2467,-1.9267,2.7267,0.6197,-10.2564,-0.6194,0.3076,-0.1676,-0.069,0.1471,,,,,,,,,,,0.6718,0.4206,0.0327,0.2332,-0.4454,-0.003,0.157,0.7223,-0.009,0.1467,-6.8853,-0.2494,0.2666,-13.41,-0.1864,,0.0,0.0
2022-09-26,2022-10-10,0.4824,23.6,0.7212,-6.9367,-13.4318,0.0,19.0,,,,0.0,21.8,0.35,2022-10-10T23:59:59Z,-0.4909,-8.4,0.0,Sentinel Hub Statistical API + OpenMeteo,41,-0.1918,22.98,0.62,1.0765,-5.0561,-0.6926,8.18,-8.18,-2.6784,-23.4188,-0.742,45.7333,-26.7333,1.8328,-28.476,-0.1525,25.14,-3.34,-1.1037,-3.745,-1.0963,0.0933,-8.4933,-1.6585,-10.6841,0.466,0.2814,0.0686,-0.0346,0.0949,,,,,,,,,,,0.7289,0.425,0.0574,0.1559,-0.455,-0.0359,0.2296,0.7217,-0.0005,0.2152,-6.8984,-0.0383,0.328,-13.4844,0.0526,,0.0,0.0
2022-10-10,2022-10-24,0.4442,16.5,0.7075,-7.2876,-13.7135,0.0,15.7,,,,0.0,22.9,0.461,2022-10-24T23:59:59Z,-0.4643,-5.6,0.0,Sentinel Hub Statistical API + OpenMeteo,43,-1.0027,25.62,-9.12,-1.4727,-5.9221,-0.6926,9.7333,-9.7333,-4.4421,-25.0507,-0.8421,51.2,-35.5,-7.5004,-32.5593,-0.0334,23.3267,-0.4267,-0.9345,-4.2301,-0.6876,1.82,-7.42,-3.0989,-12.5009,1.0397,0.2769,0.1841,0.0201,0.1036,,,,,,,,,,,0.654,0.4138,0.0304,0.2043,-0.4562,-0.0081,0.1038,0.7234,-0.0159,0.0938,-6.8552,-0.4324,0.223,-13.4501,-0.2634,,0.0,0.0
2022-10-24,2022-11-07,0.3672,14.0,0.7061,-7.3175,-13.6017,0.1,0.8,,,,0.0,25.4,0.688,2022-11-07T23:59:59Z,-0.4372,-0.4,0.0,Sentinel Hub Statistical API + OpenMeteo,45,-1.2883,25.8733,-11.8733,-4.0728,-9.2843,-0.6853,6.7,-6.6,-4.9816,-27.0262,-1.2937,47.76,-46.96,-17.3653,-46.0174,0.237,20.7667,4.6333,0.4575,-3.265,0.0715,0.26,-0.66,-2.4892,-13.49,2.213,0.2848,0.4032,0.1158,0.2069,,,,,,,,,,,0.503,0.3902,-0.023,0.2535,-0.443,0.0058,0.0909,0.7232,-0.0171,0.0834,-6.8591,-0.4584,0.2646,-13.4389,-0.1628,,0.0,0.0
2022-11-07,2022-11-21,0.3169,34.1,0.7384,-6.474,-12.8731,30.1,39.4,,,,0.0,18.5,0.075,2022-11-21T23:59:59Z,-0.3834,12.6,0.0,Sentinel Hub Statistical API + OpenMeteo,47,1.0075,29.2571,4.8429,-1.8439,-10.014,1.4943,11.5071,18.5929,0.912,-22.8711,-0.1237,42.1,-2.7,-13.699,-54.1943,-0.5095,17.8929,0.6071,0.4949,-2.3783,1.9692,2.2143,10.3857,0.7295,-11.1417,-0.9554,0.2418,-0.1668,0.0452,0.2273,,,,,,,,,,,0.4044,0.3485,-0.0316,0.3513,-0.4029,0.0195,0.3875,0.7363,0.0021,0.3754,-6.5204,0.0464,0.5362,-13.1153,0.2422,,0.0,0.0
2022-11-21,2022-12-05,0.3384,32.8,0.7662,-5.7728,-12.3584,19.6,68.3,,,,0.0,6.8,0.072,2022-12-05T23:59:59Z,-0.4223,0.7,0.0,Sentinel Hub Statistical API + OpenMeteo,49,0.859,33.6077,-0.8077,-1.5848,-10.3972,0.7314,12.9308,6.6692,2.3513,-17.7752,0.7523,49.6462,18.6538,-5.6108,-53.3018,-1.7753,13.4923,-6.6923,-1.3019,-3.3948,0.2321,1.8231,-1.1231,0.2664,-9.5383,-0.9709,0.1457,-0.0737,0.0155,0.2155,,,,,,,,,,,0.4466,0.327,0.0114,0.2806,-0.3846,-0.0377,0.6428,0.7464,0.0198,0.6181,-6.2551,0.4823,0.728,-12.8892,0.5308,,0.0,0.0
2022-12-19,2023-01-02,0.3047,25.8,0.7794,-5.3948,-12.2608,0.0,19.5,,,,0.0,15.9,0.387,2023-01-02T23:59:59Z,-0.3988,-5.7,0.0,Sentinel Hub Statistical API + OpenMeteo,1,0.0595,33.1667,-7.3667,-3.0303,-12.1798,-0.6926,18.0556,-18.0556,-2.7504,-18.3926,-0.7269,57.4778,-37.9778,-13.7025,-60.6081,-0.7908,11.7778,4.1222,0.0541,-2.9333,-0.7022,-1.7556,-3.9444,-0.7863,-9.18,0.6572,0.1777,0.2093,0.0639,0.2536,,,,,,,,,,,0.3805,0.3096,-0.0049,0.3233,-0.3688,-0.03,0.764,0.7566,0.0228,0.7489,-5.9801,0.5853,0.7644,-12.7236,0.4628,,0.0,0.0
2023-01-02,2023-01-16,0.3435,31.4,0.723,-6.8747,-13.3004,34.3,36.2,,,,0.0,9.0,0.126,2023-01-16T23:59:59Z,-0.476,6.7,0.0,Sentinel Hub Statistical API + OpenMeteo,3,0.6991,34.2231,-2.8231,-2.9785,-13.6967,1.7994,15.2923,19.0077,2.6891,-13.4964,-0.2207,50.4462,-14.2462,-13.8385,-67.1736,-1.5372,10.7231,-1.7231,-0.3902,-2.9715,1.108,-0.4692,7.1692,1.2026,-6.8758,-0.6918,0.1991,-0.0731,0.0297,0.2528,,,,,,,,,,,0.4566,0.2951,0.0484,0.183,-0.3388,-0.1372,0.2461,0.7465,-0.0235,0.2367,-6.2418,-0.6329,0.3769,-12.9933,-0.3071,,0.0,0.0
2023-01-16,2023-01-30,0.2638,34.9,0.7427,-6.3523,-13.219,26.4,70.8,,,,0.0,3.8,0.084,2023-01-30T23:59:59Z,-0.3083,2.5,0.0,Sentinel Hub Statistical API + OpenMeteo,5,1.0989,34.3167,0.5833,-2.0881,-14.1412,1.2255,8.5583,17.8417,6.4773,-5.3995,0.8281,39.425,31.375,-2.5351,-61.6479,-2.0998,9.2833,-5.4833,-1.6635,-4.2785,0.4949,-0.4333,2.9333,1.6352,-4.4155,-0.9088,0.2438,-0.1598,-0.0177,0.2048,,,,,,,,,,,0.3003,0.2732,-0.0094,0.4878,-0.2942,-0.0141,0.427,0.7317,0.011,0.4175,-6.6309,0.2786,0.4073,-13.3526,0.1336,,0.0,0.0
2023-01-30,2023-02-13,0.1578,32.4,0.7076,-7.2677,-14.2542,0.4,68.5,,,,0.0,7.6,0.156,2023-02-13T23:59:59Z,-0.0959,-1.9,0.0,Sentinel Hub Statistical API + OpenMeteo,7,0.8133,33.3,-0.9,-1.791,-14.2353,-0.6635,9.225,-8.825,2.6517,-2.0999,0.7584,35.6833,32.8167,6.3029,-47.9473,-1.6887,10.7583,-3.1583,-2.0372,-5.8022,-0.1474,0.4917,-2.3917,0.6285,-3.2572,-0.5367,0.2792,-0.1232,-0.0441,0.1361,,,,,,,,,,,0.0925,0.2594,-0.1016,0.8739,-0.2894,0.1935,0.1047,0.7257,-0.0181,0.1007,-6.7891,-0.4786,0.0215,-13.5537,-0.7005,,0.0,0.0
2023-02-13,2023-02-27,0.2761,28.6,0.7171,-7.0204,-13.425,8.3,45.9,,,,0.0,21.4,0.141,2023-02-27T23:59:59Z,-0.3475,4.5,0.0,Sentinel Hub Statistical API + OpenMeteo,9,0.3793,30.7273,-2.1273,-1.8751,-14.4021,-0.0895,7.4818,0.8182,2.1933,0.3454,0.0734,32.9636,12.9364,7.9612,-34.2324,-0.1957,13.0727,8.3273,0.5539,-4.5521,0.7868,-0.9,5.4,1.8214,-1.0449,-0.6142,0.3016,-0.1606,-0.0732,0.0466,,,,,,,,,,,0.3244,0.2642,0.0119,0.4166,-0.3108,-0.0367,0.1919,0.7255,-0.0084,0.1863,-6.8011,-0.2193,0.3305,-13.4854,0.0604,,0.0,0.0
2023-02-27,2023-03-13,0.28,26.1,0.7218,-6.8888,-13.3568,5.8,19.9,,,,0.0,20.7,0.391,2023-03-13T23:59:59Z,-0.3171,0.8,0.0,Sentinel Hub Statistical API + OpenMeteo,11,0.0938,30.0538,-3.9538,-2.3948,-15.0687,-0.2712,10.2769,-4.4769,0.5258,0.8298,-0.7147,33.6538,-13.7538,2.5325,-27.592,-0.2715,16.3,4.4,1.5155,-2.4903,0.2467,1.0538,-0.2538,1.3026,0.3831,0.6779,0.2631,0.1279,-0.0229,0.0181,,,,,,,,,,,0.3321,0.2979,-0.0179,0.4718,-0.3502,0.0331,0.2351,0.7271,-0.0053,0.2318,-6.7571,-0.1317,0.3559,-13.3218,-0.035,,0.0,0.0
2023-03-13,2023-03-27,0.3658,32.7,0.7243,-6.82,-13.1837,24.3,46.6,,,,0.0,21.1,0.06,2023-03-27T23:59:59Z,-0.4126,8.9,0.0,Sentinel Hub Statistical API + OpenMeteo,13,0.8476,29.3917,3.3083,-0.969,-14.2294,1.0729,10.675,13.625,3.8006,4.5308,0.0946,37.7167,8.8833,4.1202,-20.1608,-0.2282,19.3667,1.7333,1.5699,-0.6216,1.4291,-0.0417,8.9417,3.2124,3.5495,-1.0329,0.227,-0.167,-0.0589,-0.043,,,,,,,,,,,0.5003,0.3159,0.0499,0.2983,-0.3658,-0.0468,0.258,0.7212,0.0031,0.2556,-6.9115,0.0915,0.4204,-13.3224,0.1387,,0.0,0.0
2023-04-10,2023-04-24,0.4815,25.0,0.7244,-6.8555,-13.1107,10.3,71.2,,,,0.0,20.5,0.1,2023-04-24T23:59:59Z,-0.4656,-8.5,0.0,Sentinel Hub Statistical API + OpenMeteo,17,-0.0319,25.3714,-0.3714,-0.8196,-13.3415,0.0558,12.15,-1.85,2.3879,6.375,0.8402,59.2571,11.9429,6.0759,-11.6656,-0.2931,23.3571,-2.8571,0.4632,-0.0838,-1.1109,-2.1286,-6.3714,0.8164,3.94,-0.8262,0.1292,-0.0292,-0.0515,-0.0893,,,,,,,,,,,0.7271,0.4373,0.0442,0.2019,-0.4351,-0.0305,0.259,0.7234,0.001,0.2433,-6.8553,-0.0002,0.4476,-13.359,0.2483,,0.0,0.0
2023-04-24,2023-05-08,0.5127,19.7,0.721,-6.9304,-13.5249,6.1,44.0,,,,0.0,23.3,0.153,2023-05-08T23:59:59Z,-0.4789,-2.7,0.0,Sentinel Hub Statistical API + OpenMeteo,19,-0.6372,23.7867,-4.0867,-1.6364,-13.3769,-0.2494,11.8,-5.7,0.3659,5.9759,0.0158,57.2867,-13.2867,1.2352,-9.0305,0.0098,24.4,-1.1,0.0724,-0.0013,-0.2642,-1.8667,-0.8333,0.404,3.8712,-0.5522,0.15,0.003,-0.0379,-0.1165,,,,,,,,,,,0.7883,0.5024,0.0103,0.1778,-0.4794,0.0005,0.2277,0.7324,-0.0114,0.2174,-6.632,-0.2984,0.2933,-13.2052,-0.3197,,0.0,0.0
2023-05-08,2023-05-22,0.4198,23.9,0.7808,-5.3668,-12.4389,16.7,31.3,,,,0.0,24.8,0.222,2023-05-22T23:59:59Z,-0.4075,6.6,0.0,Sentinel Hub Statistical API + OpenMeteo,21,-0.1575,23.85,0.05,-1.2148,-12.9865,0.5207,9.7286,6.9714,2.0173,7.2761,-0.3692,54.3786,-23.0786,-4.8432,-12.79,0.1721,25.8857,-1.0857,-0.2171,-0.2183,1.0934,-3.2857,9.8857,2.7744,6.181,-0.1956,0.163,0.059,-0.0137,-0.1162,,,,,,,,,,,0.6062,0.5398,-0.12,0.3075,-0.5081,0.1006,0.7769,0.7397,0.0411,0.7586,-6.4561,1.0893,0.698,-13.0748,0.6359,,0.0,0.0
2023-05-22,2023-06-05,0.5893,28.4,0.7725,-5.613,-12.4848,14.5,57.9,,,,0.0,27.0,0.066,2023-06-05T23:59:59Z,-0.5429,-7.8,0.0,Sentinel Hub Statistical API + OpenMeteo,23,0.3565,24.7286,3.6714,0.0068,-11.4213,0.3609,15.5357,-1.0357,1.2541,7.6571,0.4371,64.3286,-6.4286,-5.2396,-16.4948,0.4101,27.4857,-0.4857,-0.2843,-0.4764,-1.0087,-2.3429,-5.4571,0.7165,6.1558,-1.0019,0.1479,-0.0819,-0.0307,-0.133,,,,,,,,,,,0.9384,0.5691,0.0202,0.0614,-0.5371,-0.0058,0.7006,0.7506,0.0219,0.6734,-6.1797,0.5667,0.6809,-12.7781,0.2933,,0.0,0.0
2023-06-05,2023-06-19,0.6068,29.5,0.7569,-6.0243,-12.616,65.6,104.3,,,,0.0,26.1,0.055,2023-06-19T23:59:59Z,-0.5706,13.1,0.0,Sentinel Hub Statistical API + OpenMeteo,25,0.4821,22.7,6.8,1.7051,-8.3457,4.0735,11.6929,53.9071,14.4173,21.1555,1.8436,63.0429,41.2571,6.3846,-8.1309,0.3127,30.3929,-4.2929,-1.2864,-1.7056,2.0422,-2.7214,15.8214,4.4928,9.9099,-1.0587,0.1842,-0.1292,-0.0553,-0.1723,,,,,,,,,,,0.9728,0.5667,0.0401,0.0111,-0.5419,-0.0287,0.5574,0.7487,0.0082,0.531,-6.2301,0.2058,0.632,-12.7867,0.1707,,0.0,0.0
2023-06-19,2023-07-03,0.5561,23.2,0.742,-6.4041,-12.8703,2.3,86.2,,,,0.0,30.1,0.118,2023-07-03T23:59:59Z,-0.5305,-5.2,0.0,Sentinel Hub Statistical API + OpenMeteo,27,-0.2375,18.8733,4.3267,2.3605,-4.9837,-0.5255,9.0733,-6.7733,9.1197,27.7365,1.2949,47.32,38.88,14.5084,7.3532,0.7455,32.48,-2.38,-1.5598,-3.0607,-0.6292,-1.54,-3.66,2.4546,11.1753,-0.7331,0.2958,-0.1778,-0.086,-0.2376,,,,,,,,,,,0.8734,0.5436,0.0125,0.084,-0.5285,-0.002,0.4206,0.7412,0.0008,0.3996,-6.4179,0.0138,0.5372,-12.9103,0.04,,0.0,0.0
2023-07-03,2023-07-17,0.5216,14.7,0.7378,-6.5118,-12.8455,0.0,25.8,,,,0.0,37.3,0.363,2023-07-17T23:59:59Z,-0.5069,-8.1,0.0,Sentinel Hub Statistical API + OpenMeteo,29,-1.2083,15.8,-1.1,1.4954,-2.8902,-0.6926,2.3267,-2.3267,6.2581,30.6663,-0.5359,24.86,0.94,11.1163,17.5872,1.5244,35.3333,1.9667,-0.6782,-3.3717,-1.0525,-1.8733,-6.2267,0.2842,10.1185,0.5332,0.4321,-0.0691,-0.0817,-0.2908,,,,,,,,,,,0.8057,0.5051,0.0165,0.1269,-0.503,-0.0039,0.382,0.7351,0.0027,0.3623,-6.5677,0.0559,0.5465,-13.0008,0.1553,,0.0,0.0
2023-07-17,2023-07-31,0.4906,17.1,0.7362,-6.5486,-12.8724,4.1,18.6,,,,0.0,40.0,0.42,2023-07-31T23:59:59Z,-0.494,-1.5,0.0,Sentinel Hub Statistical API + OpenMeteo,31,-0.9342,15.0333,2.0667,1.6382,-0.9052,-0.3947,1.8867,2.2133,5.2469,32.2332,-0.7542,15.2533,3.3467,9.1739,24.6506,1.8165,35.6467,4.3533,0.5797,-2.3874,-0.089,-1.6733,0.1733,0.2565,9.1608,0.8278,0.4828,-0.0628,-0.077,-0.3329,,,,,,,,,,,0.745,0.4779,0.0127,0.1503,-0.4858,-0.0082,0.3673,0.7307,0.0055,0.3496,-6.6793,0.1307,0.5364,-13.1057,0.2333,,0.0,0.0
2023-07-31,2023-08-14,0.4842,16.2,0.7356,-6.5655,-13.0434,10.9,43.9,,,,0.0,30.8,0.188,2023-08-14T23:59:59Z,-0.4829,-14.5,0.0,Sentinel Hub Statistical API + OpenMeteo,33,-1.037,16.7,-0.5,1.1036,0.307,0.0994,4.0533,6.8467,5.6468,34.012,0.0127,17.78,26.12,13.4104,35.1029,0.8212,35.2133,-4.4133,-0.6686,-2.7695,-1.9868,-0.2067,-14.2933,-3.3809,4.6806,-0.3713,0.4446,-0.2566,-0.1219,-0.4149,,,,,,,,,,,0.7324,0.4523,0.0319,0.1705,-0.4689,-0.014,0.3618,0.7296,0.006,0.3437,-6.7083,0.1428,0.4727,-13.136,0.0926,,0.0,0.0
2023-08-14,2023-08-28,0.4544,15.2,0.7282,-6.7556,-13.0148,0.9,44.5,,,,0.0,35.9,0.198,2023-08-28T23:59:59Z,-0.4625,-0.4,0.0,Sentinel Hub Statistical API + OpenMeteo,35,-1.1512,17.58,-2.38,0.2327,0.5029,-0.6272,4.4467,-3.5467,3.3485,33.2791,0.0309,24.7733,19.7267,14.9895,45.8801,1.373,32.9,3.0,0.2486,-2.1885,0.0715,-2.6067,2.2067,-1.984,2.1349,-0.3196,0.3904,-0.1924,-0.1395,-0.5046,,,,,,,,,,,0.674,0.4337,0.0207,0.2076,-0.4524,-0.0101,0.2938,0.7261,0.0021,0.2779,-6.7985,0.0429,0.4834,-13.2493,0.2345,,0.0,0.0
2023-08-28,2023-09-11,0.4592,16.6,0.7253,-6.8331,-13.0624,1.3,26.9,,,,0.0,28.1,0.331,2023-09-11T23:59:59Z,-0.4683,-17.2,0.0,Sentinel Hub Statistical API + OpenMeteo,37,-0.9913,17.4267,-0.8267,-0.0321,0.4104,-0.5981,3.9667,-2.6667,1.8447,31.1303,-0.5026,29.0267,-2.1267,10.7105,51.085,0.5291,31.0733,-2.9733,-0.5569,-2.4828,-2.3809,-3.7467,-13.4533,-4.8513,-2.9726,0.3678,0.3593,-0.0283,-0.1117,-0.5557,,,,,,,,,,,0.6834,0.4221,0.0371,0.197,-0.4431,-0.0252,0.2672,0.7227,0.0026,0.2511,-6.8817,0.0486,0.4656,-13.3588,0.2964,,0.0,0.0
2023-09-11,2023-09-25,0.4321,17.4,0.7248,-6.8422,-13.2277,0.5,25.8,,,,0.0,33.9,0.344,2023-09-25T23:59:59Z,-0.4496,-5.0,0.0,Sentinel Hub Statistical API + OpenMeteo,39,-0.8999,20.6,-3.2,-0.8241,-0.4629,-0.6562,8.58,-8.08,-0.6365,26.7582,-0.5359,34.98,-9.18,5.7378,50.6926,1.1566,27.6467,6.2533,1.1457,-1.0392,-0.6,-1.9267,-3.0733,-4.4068,-7.0227,0.435,0.3076,0.0364,-0.0747,-0.5637,,,,,,,,,,,0.6303,0.4206,0.0115,0.231,-0.4454,-0.0042,0.2626,0.7223,0.0025,0.2479,-6.8853,0.0431,0.404,-13.41,0.1823,,0.0,0.0
2023-09-25,2023-10-09,0.4135,15.0,0.7196,-6.9686,-13.2635,0.0,8.8,,,,0.0,26.6,0.567,2023-10-09T23:59:59Z,-0.4471,-0.4,0.0,Sentinel Hub Statistical API + OpenMeteo,41,-1.1741,22.98,-7.98,-2.6131,-3.0205,-0.6926,8.18,-8.18,-2.5224,21.0248,-1.0512,45.7333,-36.9333,-4.9299,39.6796,0.3668,25.14,1.46,1.2242,0.3097,0.0715,0.0933,-0.4933,-3.4285,-9.6085,1.5876,0.2814,0.2856,0.0154,-0.4807,,,,,,,,,,,0.5938,0.425,-0.0115,0.2356,-0.455,0.0079,0.2149,0.7217,-0.0021,0.2042,-6.8984,-0.0702,0.3907,-13.4844,0.2209,,0.0,0.0
